rt,coh,choice,c
0.414284205867732,-0.512,0,1
0.409361844488799,-0.512,0,1
0.37289161524273,-0.512,0,1
0.427002343771799,-0.512,0,1
0.412873321472796,-0.512,0,1
0.415763214866604,-0.512,0,1
0.383644755656511,-0.512,0,1
0.418367458866693,-0.512,0,1
0.397421319223554,-0.512,0,1
0.396901285513519,-0.512,0,1
0.375261422094977,-0.512,0,1
0.375156322184423,-0.512,0,1
0.40761184089673,-0.512,0,1
0.415315414800427,-0.512,0,1
0.408059484928344,-0.512,0,1
0.393683033578233,-0.512,0,1
0.391349375424921,-0.512,0,1
0.416262260378832,-0.512,0,1
0.412236815692786,-0.512,0,1
0.428720247541925,-0.512,0,1
0.369286762047904,-0.512,0,1
0.431114669055038,-0.512,0,1
0.397204189397451,-0.512,0,1
0.392683342664822,-0.512,0,1
0.385180081696528,-0.512,0,1
0.40403457499518,-0.512,0,1
0.412335260905965,-0.512,0,1
0.397974703682282,-0.512,0,1
0.395509309548548,-0.512,0,1
0.39942518708571,-0.512,0,1
0.405088351619346,-0.512,0,1
0.396675200032291,-0.512,0,1
0.40938188582927,-0.512,0,1
0.43922271755637,-0.512,0,1
0.383733040683443,-0.512,0,1
0.419417714356365,-0.512,0,1
0.4057761673802,-0.512,0,1
0.41822886598127,-0.512,0,1
0.396499353151107,-0.512,0,1
0.41257158925766,-0.512,0,1
0.434557100277639,-0.512,0,1
0.384549778908971,-0.512,0,1
0.41869147995723,-0.512,0,1
0.443022412743495,-0.512,0,1
0.367827010672503,-0.512,0,1
0.440775245068508,-0.512,0,1
0.39730621965788,-0.512,0,1
0.391273479282546,-0.512,0,1
0.391775796922537,-0.512,0,1
0.415924975125966,-0.512,0,1
0.414739010900433,-0.512,0,1
0.382720877062285,-0.512,0,1
0.378473387651192,-0.512,0,1
0.399706306058327,-0.512,0,1
0.393865996450301,-0.512,0,1
0.402822222995325,-0.512,0,1
0.428147104449538,-0.512,0,1
0.368295770059246,-0.512,0,1
0.419607878966945,-0.512,0,1
0.408352500443489,-0.512,0,1
0.454572244722954,-0.512,0,1
0.32452238224114,-0.512,0,1
0.400546399010871,-0.512,0,1
0.40447199612342,-0.512,0,1
0.405430685601803,-0.512,0,1
0.395939683805334,-0.512,0,1
0.408252547754182,-0.512,0,1
0.366186526167748,-0.512,0,1
0.40119570732413,-0.512,0,1
0.39061995705724,-0.512,0,1
0.41025840661795,-0.512,0,1
0.394299842777413,-0.512,0,1
0.4408262447033,-0.512,0,1
0.417958023362953,-0.512,0,1
0.423114926009862,-0.512,0,1
0.400559435894269,-0.512,0,1
0.403164087450546,-0.512,0,1
0.395132116454094,-0.512,0,1
0.408674824906689,-0.512,0,1
0.407405652687578,-0.512,0,1
0.409390851581726,-0.512,0,1
0.410145123123825,-0.512,0,1
0.389662826750724,-0.512,0,1
0.409312448263667,-0.512,0,1
0.396158619788652,-0.512,0,1
0.409188043615967,-0.512,0,1
0.386194350104114,-0.512,0,1
0.388573659568008,-0.512,0,1
0.397577198515375,-0.512,0,1
0.394962846371522,-0.512,0,1
0.376909853647987,-0.512,0,1
0.390406247412103,-0.512,0,1
0.396082649466546,-0.512,0,1
0.357609870889855,-0.512,0,1
0.4354599089092,-0.512,0,1
0.414642427286068,-0.512,0,1
0.396048142875643,-0.512,0,1
0.398687498366818,-0.512,0,1
0.380912875675437,-0.512,0,1
0.395330167364483,-0.512,0,1
0.462711388937717,-0.512,0,1
0.43582990122043,-0.512,0,1
0.401200317420645,-0.512,0,1
0.390958275768474,-0.512,0,1
0.411501821455087,-0.512,0,1
0.369979302436113,-0.512,0,1
0.382940602409316,-0.512,0,1
0.379626348638453,-0.512,0,1
0.40338061605215,-0.512,0,1
0.404181396177341,-0.512,0,1
0.54255664089742,-0.256,0,1
0.420530177288509,-0.256,0,1
0.437275536109635,-0.256,0,1
0.423271310439847,-0.256,0,1
0.432198952287878,-0.256,0,1
0.427530877945297,-0.256,0,1
0.385377799375046,-0.256,0,1
0.509569747236533,-0.256,0,1
0.438773788554605,-0.256,0,1
0.504494925960445,-0.256,0,1
0.412483454369826,-0.256,0,1
0.420064276489788,-0.256,0,1
0.404886993177379,-0.256,0,1
0.396279202284502,-0.256,0,1
0.418316452165273,-0.256,0,1
0.358195010077486,-0.256,0,1
0.486484532873994,-0.256,0,1
0.460522867911138,-0.256,0,1
0.608987252764423,-0.256,0,1
0.433871343634651,-0.256,0,1
0.394057350252746,-0.256,0,1
0.403721770561775,-0.256,0,1
0.362243210839138,-0.256,0,1
0.440872608494288,-0.256,0,1
0.431083615601188,-0.256,0,1
0.509091855052919,-0.256,0,1
0.392515606684885,-0.256,0,1
0.479177383428194,-0.256,0,1
0.408981137764727,-0.256,0,1
0.44638765759763,-0.256,0,1
0.394921324100861,-0.256,0,1
0.435315668145047,-0.256,0,1
0.419315918017869,-0.256,0,1
0.41684983577296,-0.256,0,1
0.406343655673366,-0.256,0,1
0.426304528043963,-0.256,0,1
0.462984198060898,-0.256,0,1
0.419020338158606,-0.256,0,1
0.502527798622696,-0.256,0,1
0.453216208215026,-0.256,0,1
0.56040418213639,-0.256,0,1
0.442778355704531,-0.256,0,1
0.441607270533128,-0.256,0,1
0.465950887567939,-0.256,0,1
0.421474264946722,-0.256,0,1
0.421410589332383,-0.256,0,1
0.444167636059546,-0.256,0,1
0.430352997753357,-0.256,0,1
0.418800265871444,-0.256,0,1
0.430359327679806,-0.256,0,1
0.420683981294009,-0.256,0,1
0.432539258723075,-0.256,0,1
0.442317355246035,-0.256,0,1
0.411990535038283,-0.256,0,1
0.487735255038699,-0.256,0,1
0.439270629987419,-0.256,0,1
0.428490242799709,-0.256,0,1
0.406350509759467,-0.256,0,1
0.446152320616574,-0.256,0,1
0.516446462100611,-0.256,0,1
0.402337800899316,-0.256,0,1
0.416838691284362,-0.256,0,1
0.402442103298639,-0.256,0,1
0.365874617397012,-0.256,0,1
0.40229834369805,-0.256,0,1
0.484402123293962,-0.256,0,1
0.673437892910466,-0.256,0,1
0.42757839789317,-0.256,0,1
0.396927612126762,-0.256,0,1
0.420765220452781,-0.256,0,1
0.495240940696973,-0.256,0,1
0.466191573609759,-0.256,0,1
0.400065723331529,-0.256,0,1
0.4596624517687,-0.256,0,1
0.528078811151798,-0.256,0,1
0.477931559745496,-0.256,0,1
0.4483009345696,-0.256,0,1
0.465495403805994,-0.256,0,1
0.503478226112717,-0.256,0,1
0.404617442639848,-0.256,0,1
0.45334260469018,-0.256,0,1
0.428491690219643,-0.256,0,1
0.388286144588245,-0.256,0,1
0.413182503040531,-0.256,0,1
0.487567354840668,-0.256,0,1
0.456014988625514,-0.256,0,1
0.386913440179294,-0.256,0,1
0.504130779167641,-0.256,0,1
0.506114507030354,-0.256,0,1
0.412148616196979,-0.256,0,1
0.434256998221901,-0.256,0,1
0.441906684640914,-0.256,0,1
0.436695509095811,-0.256,0,1
0.407052824561715,-0.256,0,1
0.412609645917406,-0.256,0,1
0.424113960421886,-0.256,0,1
0.413507064764777,-0.256,0,1
0.452840236726857,-0.256,0,1
0.437834137934161,-0.256,0,1
0.443062075247287,-0.256,0,1
0.430250099025173,-0.256,0,1
0.498134047739395,-0.256,0,1
0.450899633155549,-0.256,0,1
0.417411927709452,-0.256,0,1
0.447132445633904,-0.256,0,1
0.433541108251156,-0.256,0,1
0.435710336905471,-0.256,0,1
0.412227236518701,-0.256,0,1
0.483971908107067,-0.256,0,1
0.512696842020671,-0.256,0,1
0.400485463155123,-0.256,0,1
0.466157491435858,-0.256,0,1
0.455558838073451,-0.256,0,1
0.531852628183862,-0.256,0,1
0.472464067549758,-0.256,0,1
0.399760105519432,-0.256,0,1
0.534858563069536,-0.256,0,1
0.431581189203764,-0.256,0,1
0.404642676667469,-0.256,0,1
0.388915354415491,-0.256,0,1
0.437773443203676,-0.256,0,1
0.386589099811562,-0.256,0,1
0.449491109572578,-0.256,0,1
0.422242776864166,-0.256,0,1
0.446936790749444,-0.256,0,1
0.446445472872897,-0.256,0,1
0.411622458954169,-0.256,0,1
0.391004871917785,-0.256,0,1
0.43304372191022,-0.256,0,1
0.406567148759012,-0.256,0,1
0.446850787966111,-0.256,0,1
0.464120350511243,-0.256,0,1
0.46211794729677,-0.256,0,1
0.420400714964135,-0.256,0,1
0.395510449705784,-0.256,0,1
0.4442595378262,-0.256,0,1
0.413666585863029,-0.256,0,1
0.499693374623387,-0.256,0,1
0.518065251493491,-0.256,0,1
0.399590596342714,-0.256,0,1
0.455976691182074,-0.256,0,1
0.404562819314589,-0.256,0,1
0.399484247422436,-0.256,0,1
0.414795979366655,-0.256,0,1
0.598750796352887,-0.256,0,1
0.480274724720593,-0.256,0,1
0.418833262306383,-0.256,0,1
0.434172948610943,-0.256,0,1
0.476750678050629,-0.256,0,1
0.583229132581791,-0.256,0,1
0.466429197204381,-0.256,0,1
0.4108987601741,-0.256,0,1
0.407688613878069,-0.256,0,1
0.405186772718754,-0.256,0,1
0.430412334545368,-0.256,0,1
0.454306805958612,-0.256,0,1
0.381563951735042,-0.256,0,1
0.494841562002207,-0.256,0,1
0.420803675642815,-0.256,0,1
0.535730995515753,-0.256,0,1
0.441451749906604,-0.256,0,1
0.482340133656703,-0.256,0,1
0.395195390069856,-0.256,0,1
0.42597523482287,-0.256,0,1
0.4851683864128,-0.256,0,1
0.415573612139312,-0.256,0,1
0.460973213442911,-0.256,0,1
0.46754732771423,-0.256,0,1
0.456827830750472,-0.256,0,1
0.435059226046486,-0.256,0,1
0.451628876650375,-0.256,0,1
0.422163459520837,-0.256,0,1
0.45170353090929,-0.256,0,1
0.453039508433681,-0.256,0,1
0.539249745371856,-0.256,0,1
0.448196039985745,-0.256,0,1
0.443978039737506,-0.256,0,1
0.390537598447196,-0.256,0,1
0.410856977946772,-0.256,0,1
0.496809554777174,-0.256,0,1
0.393330661097398,-0.256,0,1
0.421478497087894,-0.256,0,1
0.455292358809457,-0.256,0,1
0.425320166151483,-0.256,0,1
0.386317231309823,-0.256,0,1
0.428517693816757,-0.256,0,1
0.408145607270917,-0.256,0,1
0.404204826540932,-0.256,0,1
0.425590417070232,-0.256,0,1
0.493383317981168,-0.256,0,1
0.422087432284673,-0.256,0,1
0.38052371948872,-0.256,0,1
0.413295212375779,-0.256,0,1
0.431042166419217,-0.256,0,1
0.404283306048957,-0.256,0,1
0.444976957859591,-0.256,0,1
0.450664882422122,-0.256,0,1
0.381251770596822,-0.256,0,1
0.453944365035069,-0.256,0,1
0.440789708235294,-0.256,0,1
0.557713422963577,-0.128,1,0
0.493368571784214,-0.128,1,0
0.766865394383002,-0.128,1,0
1.07159755569391,-0.128,1,0
0.505981461529029,-0.128,1,0
0.675779467731115,-0.128,1,0
0.411629781073034,-0.128,1,0
0.595150125598947,-0.128,1,0
0.434764494888107,-0.128,1,0
0.927018329553805,-0.128,0,1
0.422747634746609,-0.128,0,1
0.532772386999887,-0.128,0,1
0.465584316968337,-0.128,0,1
0.667641428172592,-0.128,0,1
0.565664928629295,-0.128,0,1
1.1353970724273,-0.128,0,1
0.89346729148685,-0.128,0,1
0.670020334522369,-0.128,0,1
0.438669105351663,-0.128,0,1
0.750463878607511,-0.128,0,1
0.546760209462453,-0.128,0,1
0.779452876733564,-0.128,0,1
0.614831715062822,-0.128,0,1
0.436926644078683,-0.128,0,1
0.799930873139396,-0.128,0,1
0.425251892624804,-0.128,0,1
0.526443945615792,-0.128,0,1
0.792082191119036,-0.128,0,1
0.75277074230037,-0.128,0,1
0.466713774159781,-0.128,0,1
0.596370782083409,-0.128,0,1
0.435997266649378,-0.128,0,1
0.713858835825681,-0.128,0,1
0.497707636182931,-0.128,0,1
0.514481680141314,-0.128,0,1
0.5822439913224,-0.128,0,1
0.846138025353126,-0.128,0,1
0.435338054189736,-0.128,0,1
0.587823336077628,-0.128,0,1
0.444225858841097,-0.128,0,1
1.22854023084363,-0.128,0,1
0.592112118827666,-0.128,0,1
0.853540683416749,-0.128,0,1
0.482614767797148,-0.128,0,1
0.611955603988747,-0.128,0,1
0.438010553258522,-0.128,0,1
0.571372820513753,-0.128,0,1
0.634083472024704,-0.128,0,1
0.542456853563673,-0.128,0,1
0.418865425697678,-0.128,0,1
0.488133011917357,-0.128,0,1
0.687312791950792,-0.128,0,1
0.583926184548631,-0.128,0,1
0.464570320436496,-0.128,0,1
0.516473290143817,-0.128,0,1
0.483698920389644,-0.128,0,1
0.520051190825227,-0.128,0,1
0.426580497132927,-0.128,0,1
0.440329155299633,-0.128,0,1
0.450136939323776,-0.128,0,1
0.972150518454179,-0.128,0,1
0.501724643006128,-0.128,0,1
0.478797469372833,-0.128,0,1
0.497300849714203,-0.128,0,1
0.48599732066053,-0.128,0,1
0.531156797977073,-0.128,0,1
0.512874890170889,-0.128,0,1
0.43674894156397,-0.128,0,1
0.442287396455285,-0.128,0,1
0.598111454697958,-0.128,0,1
0.584021423819473,-0.128,0,1
0.424347490004706,-0.128,0,1
0.461878485080684,-0.128,0,1
0.639720729412773,-0.128,0,1
0.422027884135978,-0.128,0,1
0.62617735354674,-0.128,0,1
0.650532180045838,-0.128,0,1
0.38922476498067,-0.128,0,1
0.411054122558087,-0.128,0,1
0.824824482723328,-0.128,0,1
0.402456922014724,-0.128,0,1
0.540758596553596,-0.128,0,1
0.484735644512872,-0.128,0,1
0.598033262883995,-0.128,0,1
0.678506612188328,-0.128,0,1
0.413649726310591,-0.128,0,1
0.800798495356977,-0.128,0,1
0.861677994886087,-0.128,0,1
0.58545085178193,-0.128,0,1
0.723698956632566,-0.128,0,1
0.594255871020274,-0.128,0,1
0.546002080925936,-0.128,0,1
0.384464355789109,-0.128,0,1
0.438235473318264,-0.128,0,1
1.29410436965374,-0.128,0,1
1.04989186982903,-0.128,0,1
0.53796804853044,-0.128,0,1
0.483689267924712,-0.128,0,1
0.656990416045108,-0.128,0,1
0.611306409868268,-0.128,0,1
0.513062323626266,-0.128,0,1
0.479053583979242,-0.128,0,1
0.493512402497307,-0.128,0,1
0.521484895382305,-0.128,0,1
0.441424065107587,-0.128,0,1
0.616048755880861,-0.128,0,1
0.391082274632524,-0.128,0,1
0.626118967331751,-0.128,0,1
0.694459282079669,-0.128,0,1
0.407817874334056,-0.128,0,1
0.904941124542696,-0.128,0,1
0.595396502002678,-0.128,0,1
0.53122393592152,-0.128,0,1
0.542026008461871,-0.128,0,1
0.466418801063958,-0.128,0,1
0.478956136166457,-0.128,0,1
0.709331215105438,-0.128,0,1
0.769821515356291,-0.128,0,1
0.513357843688205,-0.128,0,1
0.504053739843466,-0.128,0,1
0.450285475719518,-0.128,0,1
0.572611536169864,-0.128,0,1
0.423978225093961,-0.128,0,1
0.671408534801841,-0.128,0,1
0.458173162160815,-0.128,0,1
0.724762995888764,-0.128,0,1
0.591784544606075,-0.128,0,1
0.471999557227412,-0.128,0,1
0.46041071642149,-0.128,0,1
0.604533656918354,-0.128,0,1
0.482902909292592,-0.128,0,1
0.848259193983783,-0.128,0,1
0.585391122495485,-0.128,0,1
0.538489477669933,-0.128,0,1
0.608309532834164,-0.128,0,1
0.669761749346605,-0.128,0,1
1.0834466404145,-0.128,0,1
0.420010914808493,-0.128,0,1
0.846652450722622,-0.128,0,1
0.442360736823817,-0.128,0,1
0.461277012197393,-0.128,0,1
0.447627914105872,-0.128,0,1
0.410313127543659,-0.128,0,1
0.744665043805713,-0.128,0,1
0.531198707139444,-0.128,0,1
0.463657174632701,-0.128,0,1
0.480135851154588,-0.128,0,1
0.686173369181629,-0.128,0,1
0.472095687604707,-0.128,0,1
0.480102774621703,-0.128,0,1
0.960239617583144,-0.128,0,1
0.615597069056824,-0.128,0,1
0.390650200105704,-0.128,0,1
0.762979698884276,-0.128,0,1
0.484089922695085,-0.128,0,1
0.712384799001031,-0.128,0,1
0.553844773589877,-0.128,0,1
0.577671578591893,-0.128,0,1
0.585429712398539,-0.128,0,1
0.549004215839019,-0.128,0,1
0.494109877029624,-0.128,0,1
0.587561421385281,-0.128,0,1
0.752194375995461,-0.128,0,1
0.392103390400549,-0.128,0,1
0.447984945047901,-0.128,0,1
0.439805415323006,-0.128,0,1
0.455789473018865,-0.128,0,1
0.545101603329988,-0.128,0,1
0.48370760193637,-0.128,0,1
0.695394030830384,-0.128,0,1
0.443793985181647,-0.128,0,1
0.452379373427987,-0.128,0,1
0.803891019428969,-0.128,0,1
0.490423935387269,-0.128,0,1
0.419650043054998,-0.128,0,1
0.516510340103417,-0.128,0,1
0.519567690783225,-0.128,0,1
0.615948488538787,-0.128,0,1
0.483982103402968,-0.128,0,1
0.522294713752535,-0.128,0,1
0.677751369649734,-0.128,0,1
0.592184586712016,-0.128,0,1
0.590019231635559,-0.128,0,1
0.539736138862552,-0.128,0,1
0.516119273140617,-0.128,0,1
0.377712050966374,-0.128,0,1
0.47797013173564,-0.128,0,1
0.593525863097739,-0.128,0,1
0.769861167123894,-0.128,0,1
0.556559701104288,-0.128,0,1
0.499011512259507,-0.128,0,1
0.504514488390333,-0.128,0,1
0.725960153727016,-0.128,0,1
0.626873789275563,-0.128,0,1
0.526022581449273,-0.128,0,1
0.655303305970079,-0.128,0,1
0.638841744357528,-0.128,0,1
0.47818484711062,-0.128,0,1
0.657337098184527,-0.128,0,1
0.483474626912529,-0.128,0,1
0.630208551627844,-0.064,1,0
0.482720028216182,-0.064,1,0
0.811638989671913,-0.064,1,0
0.619825413553361,-0.064,1,0
0.411815979046889,-0.064,1,0
0.439763096729707,-0.064,1,0
0.593267064794561,-0.064,1,0
0.548626847194094,-0.064,1,0
0.440565834005235,-0.064,1,0
1.01031149231571,-0.064,1,0
0.886011720352636,-0.064,1,0
0.625680528479817,-0.064,1,0
0.467403028208714,-0.064,1,0
0.625864250504619,-0.064,1,0
0.46147922361141,-0.064,1,0
0.572966046149314,-0.064,1,0
1.15761162974751,-0.064,1,0
0.675341717200699,-0.064,1,0
0.583538808035201,-0.064,1,0
0.53640361398737,-0.064,1,0
0.794601281524419,-0.064,1,0
0.96578255335231,-0.064,1,0
0.462861451888072,-0.064,0,1
0.39841327508481,-0.064,0,1
0.564511661193782,-0.064,0,1
0.46963703380536,-0.064,0,1
0.391864411025684,-0.064,0,1
0.974996844434515,-0.064,0,1
1.05091947600104,-0.064,0,1
0.493779618612947,-0.064,0,1
0.60427245751622,-0.064,0,1
0.482759306965007,-0.064,0,1
0.624163435034162,-0.064,0,1
0.499097144392221,-0.064,0,1
0.559566227758566,-0.064,0,1
0.661362745069454,-0.064,0,1
0.63200291169789,-0.064,0,1
0.516915164449914,-0.064,0,1
0.893709320985787,-0.064,0,1
0.524073176494711,-0.064,0,1
0.611444685962911,-0.064,0,1
0.696596210203443,-0.064,0,1
0.579262502925309,-0.064,0,1
0.586697382047842,-0.064,0,1
0.572827716881213,-0.064,0,1
0.554913795357937,-0.064,0,1
0.450394870460605,-0.064,0,1
0.474659351867796,-0.064,0,1
0.588277766192297,-0.064,0,1
0.694820266288996,-0.064,0,1
1.04153343448647,-0.064,0,1
0.759471984824175,-0.064,0,1
0.476685214518075,-0.064,0,1
0.390924665911878,-0.064,0,1
0.428829516932818,-0.064,0,1
0.459037677083894,-0.064,0,1
0.716076842162104,-0.064,0,1
0.778414706521686,-0.064,0,1
1.25357110869917,-0.064,0,1
0.394801592988026,-0.064,0,1
0.543951064862977,-0.064,0,1
0.46582549318366,-0.064,0,1
0.628030767244239,-0.064,0,1
1.21312924624449,-0.064,0,1
0.692360993483422,-0.064,0,1
0.793410521753968,-0.064,0,1
0.432803550851148,-0.064,0,1
0.577532899673939,-0.064,0,1
0.99739900119008,-0.064,0,1
1.42007598144474,-0.064,0,1
0.969395547475507,-0.064,0,1
1.26693485110582,-0.064,0,1
0.67334358877404,-0.064,0,1
0.777478037032391,-0.064,0,1
1.0360972376376,-0.064,0,1
0.827893557498518,-0.064,0,1
0.528215224920397,-0.064,0,1
0.605013185321469,-0.064,0,1
0.90711938081673,-0.064,0,1
0.445656886194128,-0.064,0,1
0.538952931314712,-0.064,0,1
0.422043430317576,-0.064,0,1
0.749846347993296,-0.064,0,1
0.395605825491365,-0.064,0,1
0.633245211452487,-0.064,0,1
0.613817267892087,-0.064,0,1
0.933198711785667,-0.064,0,1
0.513765997903901,-0.064,0,1
0.418298002527035,-0.064,0,1
0.648696874180729,-0.064,0,1
0.437377404588275,-0.064,0,1
0.795300773297568,-0.064,0,1
0.732107997432023,-0.064,0,1
0.682608059991428,-0.064,0,1
0.424413816412602,-0.064,0,1
0.729236276424748,-0.064,0,1
0.389457958958435,-0.064,0,1
0.968550744057891,-0.064,0,1
0.593119118100486,-0.064,0,1
0.665124309029817,-0.064,0,1
0.560830945159358,-0.064,0,1
0.424119236059921,-0.064,0,1
1.09812114507403,-0.064,0,1
0.785490353897778,-0.064,0,1
0.90197774137766,-0.064,0,1
0.908213548343597,-0.064,0,1
0.416448325244063,-0.064,0,1
1.06049218830919,-0.064,0,1
0.672265798833903,-0.064,0,1
0.537849194901373,-0.064,0,1
0.976836437047912,-0.064,0,1
0.419628501727654,-0.064,0,1
0.82343103017017,-0.064,0,1
0.578708836074296,-0.064,0,1
0.803269366965969,-0.064,0,1
0.500594884096222,-0.064,0,1
0.424237486715325,-0.064,0,1
0.652954036435843,-0.064,0,1
1.19265107684949,-0.064,0,1
0.889689470670937,-0.064,0,1
0.68827849406807,-0.064,0,1
0.481713809672394,-0.064,0,1
0.895369810055662,-0.064,0,1
1.05846513083107,-0.064,0,1
1.2884163709506,-0.064,0,1
0.730665630262525,-0.064,0,1
0.439449861934305,-0.064,0,1
1.25352263373235,-0.064,0,1
0.655471816685932,-0.064,0,1
0.965879252637593,-0.064,0,1
0.850957154160605,-0.064,0,1
0.607911521261502,-0.064,0,1
0.902054830192938,-0.064,0,1
0.680712853682906,-0.064,0,1
1.04815342439719,-0.064,0,1
0.81271568761543,-0.064,0,1
0.536980693729661,-0.064,0,1
0.560345234404963,-0.064,0,1
1.02207529862223,-0.064,0,1
0.486754914612804,-0.064,0,1
0.596307543581247,-0.064,0,1
0.492731045400155,-0.064,0,1
0.599572993216127,-0.064,0,1
0.708327894589168,-0.064,0,1
0.505230878877708,-0.064,0,1
0.469024737242554,-0.064,0,1
0.847523369130203,-0.064,0,1
0.701119670444647,-0.064,0,1
0.373091448633876,-0.064,0,1
0.585702906527271,-0.064,0,1
0.598379750976515,-0.064,0,1
0.486856583773577,-0.064,0,1
0.569115779414606,-0.064,0,1
0.365595687087201,-0.064,0,1
0.424141929403702,-0.064,0,1
0.44161575090139,-0.064,0,1
0.935660030486749,-0.064,0,1
0.695931626332805,-0.064,0,1
0.56110868858358,-0.064,0,1
0.520580881168772,-0.064,0,1
0.845391512525287,-0.064,0,1
0.488859474262233,-0.064,0,1
0.834889417530455,-0.064,0,1
0.791230003530709,-0.064,0,1
1.07285276174644,-0.064,0,1
0.863458047079983,-0.064,0,1
0.509970194073446,-0.064,0,1
0.571355086548186,-0.064,0,1
0.93201534762879,-0.064,0,1
0.553459869640915,-0.064,0,1
0.828241085896816,-0.064,0,1
0.643417792568618,-0.064,0,1
0.720169336944327,-0.064,0,1
1.05016894958981,-0.064,0,1
0.844730528665544,-0.064,0,1
0.458643375855373,-0.064,0,1
1.02800085207001,-0.064,0,1
0.82684314332594,-0.064,0,1
1.05980588807108,-0.064,0,1
0.433928235653427,-0.064,0,1
0.466933977385678,-0.064,0,1
0.443398174063755,-0.064,0,1
1.23466857921266,-0.064,0,1
1.11245381868768,-0.064,0,1
0.455269233387809,-0.064,0,1
0.660085693007118,-0.064,0,1
0.753887468016224,-0.064,0,1
0.51122678678316,-0.064,0,1
0.702934159618117,-0.064,0,1
0.525306550025857,-0.064,0,1
1.16527646916884,-0.064,0,1
0.44967607456179,-0.064,0,1
0.403879424068938,-0.064,0,1
0.636167426449965,-0.064,0,1
0.680517492289857,-0.064,0,1
0.40955540069674,-0.064,0,1
0.510068135845339,-0.064,0,1
0.805151624369129,-0.064,0,1
0.435721223761856,-0.064,0,1
0.60988664380517,-0.064,0,1
0.782183348135027,-0.032,1,0
0.858196467613207,-0.032,1,0
0.723850175175673,-0.032,1,0
0.977568604525767,-0.032,1,0
0.450764552632096,-0.032,1,0
0.562491171421573,-0.032,1,0
0.419573734752778,-0.032,1,0
1.00388074219495,-0.032,1,0
0.528385069892847,-0.032,1,0
0.821043563257289,-0.032,1,0
0.69986006995227,-0.032,1,0
0.574428435925316,-0.032,1,0
1.02490542553664,-0.032,1,0
1.35441546392168,-0.032,1,0
0.929485246057667,-0.032,1,0
0.454317821602712,-0.032,1,0
0.782856342691748,-0.032,1,0
0.44052743436095,-0.032,1,0
0.457951939520248,-0.032,1,0
0.426100254972043,-0.032,1,0
0.875211792443063,-0.032,1,0
0.702679716591782,-0.032,1,0
